0.7801778,0.7796747,0.7791009,0.7697827,0.7674394,0.7628226,0.7581141,0.7349917,0.7220125,0.7141182,0.7065189,0.6824512,0.6977599,0.7159331,0.7338717,0.7390686,0.7433199,0.7644277,0.7690039,0.7758403,0.7754129,0.7848272,0.7843441,0.788155,0.7878488,0.7890375,0.7910618,0.7918303,0.794991,0.7921018,0.7917215,0.794862,0.7921978,0.7918264,0.7898284,0.7921187,0.7902311,0.7898787,0.7865738,0.7821318,0.7817321,0.779018,0.7756895,0.7719907,0.7616537,0.7598407,0.7565407,0.7552733,0.7522715,0.7467999,0.7442107,0.7340224,0.7297608,0.7216939,0.7111923,0.7041723,0.6843004,0.6830369,0.6939198,0.7120231,0.7189954,0.7332605,0.7382388,0.7466133,0.7503588,0.7565478,0.7601473,0.7614669,0.7645003,0.7683609,0.7775053,0.7802866,0.7834819,0.7869412,0.786646,0.7847677,0.7971209,0.7968578,0.8010276,0.7969865,0.7983593,0.7974479,0.7994206,0.8022676,0.7926997,0.7894437,0.7891418,0.788727,0.7887415,0.789825
0.7877286,0.7874736,0.7791208,0.7769223,0.764932,0.7608168,0.7530748,0.7463892,0.7384659,0.7142394,0.6985549,0.6883165,0.7004535,0.7156845,0.7265496,0.7562171,0.7608638,0.7644492,0.7719925,0.7736692,0.7835796,0.7848379,0.7885895,0.7886067,0.7906781,0.7903576,0.793256,0.7965359,0.7949954,0.7940841,0.7974603,0.7971448,0.7921997,0.7918248,0.7898403,0.7921093,0.7887914,0.7898574,0.7848077,0.7843603,0.7786235,0.7791108,0.7752731,0.7720287,0.7584071,0.7580992,0.7565936,0.754429,0.7500351,0.7469544,0.7442037,0.7378417,0.7267559,0.7215489,0.7153351,0.6978884,0.6851404,0.6827391,0.6940572,0.7029324,0.7208732,0.7274933,0.7367901,0.7422578,0.7487226,0.7523232,0.75848,0.7615202,0.7616034,0.7648082,0.7775547,0.7772599,0.7835283,0.7845104,0.7866871,0.7848133,0.7971599,0.7968872,0.8010628,0.7970271,0.7983958,0.7974852,0.7994503,0.8022904,0.7927393,0.7894573,0.7891279,0.7887344,0.7898067,0.7898284
0.7895398,0.7864246,0.7844927,0.7742265,0.7740562,0.7607974,0.7562132,0.7504459,0.7287713,0.7177364,0.705251,0.6917962,0.6656285,0.7283862,0.7404424,0.7495232,0.7608588,0.7658772,0.7691491,0.7778302,0.7819266,0.7879875,0.7885925,0.7918517,0.7915536,0.7938116,0.7932804,0.7965135,0.7950128,0.7940663,0.7974643,0.7971385,0.7921979,0.7923031,0.7898402,0.7921089,0.7864045,0.7898595,0.7848198,0.7843964,0.7785947,0.7782456,0.7753027,0.7691917,0.7688255,0.755549,0.7532873,0.7544736,0.7522139,0.7469589,0.743122,0.7378827,0.7335836,0.7279744,0.7124063,0.6978796,0.6851178,0.6641104,0.6940936,0.706589,0.7158176,0.7313915,0.736883,0.7443551,0.74888,0.7546799,0.7543469,0.7579829,0.7616678,0.7746642,0.7744061,0.7804539,0.7801876,0.7845611,0.7851914,0.7848581,0.7971978,0.7969311,0.8011017,0.7970721,0.79843,0.7975366,0.802581,0.8023186,0.7951458,0.7948057,0.78961,0.7887488,0.7898156,0.7898182
0.7888209,0.7885503,0.78447,0.7818194,0.7704697,0.7658935,0.7600468,0.7427246,0.7332067,0.7220726,0.7100989,0.6958536,0.6631275,0.7327194,0.7454102,0.754394,0.7608639,0.7716535,0.7771721,0.779487,0.7867709,0.787939,0.7917729,0.7914535,0.7945069,0.7938077,0.7976687,0.7965304,0.7963205,0.794075,0.7974488,0.7971377,0.7921971,0.7923028,0.7898352,0.7921237,0.7887865,0.7898921,0.7848149,0.7820654,0.7786218,0.7758017,0.7754089,0.7724749,0.7661059,0.7658193,0.7533982,0.7508716,0.7494945,0.7458908,0.7395856,0.7352908,0.7302297,0.7237065,0.7124792,0.7025183,0.6887302,0.6613838,0.6958049,0.7064673,0.7156312,0.7245831,0.7323229,0.7385359,0.7459335,0.7504122,0.7541199,0.7580451,0.7576894,0.7709459,0.777189,0.7805018,0.781343,0.7846099,0.7819108,0.7849145,0.7934808,0.7969704,0.801141,0.7971176,0.7984782,0.7975705,0.7998043,0.7997763,0.7951568,0.7948422,0.789601,0.790352,0.7873136,0.7896978
0.7890686,0.7876765,0.7842991,0.781813,0.7778966,0.7730126,0.7600327,0.7525236,0.7428676,0.7315185,0.7186589,0.7024782,0.6633652,0.717585,0.7504041,0.7612612,0.7680225,0.7733436,0.7822533,0.7842875,0.7839947,0.7905402,0.7917422,0.7944947,0.7944735,0.7941875,0.7976627,0.7965064,0.7963287,0.7940561,0.7999269,0.7949946,0.7921951,0.7922939,0.7898422,0.792111,0.7888092,0.7868264,0.7864548,0.7820637,0.7816658,0.775787,0.7727807,0.7725151,0.7699516,0.7633698,0.7632624,0.7509565,0.7485566,0.7459257,0.7423794,0.7383556,0.7316703,0.723708,0.7151983,0.7047461,0.6898786,0.6640376,0.6963704,0.707189,0.7164909,0.7246389,0.7333039,0.7399102,0.7459977,0.7499106,0.7495419,0.7538284,0.7670546,0.7710105,0.7772338,0.7770097,0.7813869,0.781135,0.7819632,0.7849718,0.7935219,0.7985035,0.7982649,0.7971607,0.7985172,0.7976193,0.7998292,0.8023716,0.80472,0.7962303,0.7959024,0.7903616,0.7911673,0.7897192
0.789088,0.7896771,0.7843091,0.7805085,0.776427,0.7729702,0.7533193,0.7598913,0.7498869,0.7381268,0.7186433,0.7025783,0.6662849,0.7176216,0.7429219,0.7568323,0.7658879,0.7729924,0.7778456,0.7837982,0.788246,0.7905055,0.7950886,0.7947759,0.7941852,0.7980275,0.7976765,0.7982705,0.7962815,0.8002011,0.7999167,0.7949862,0.7921917,0.7922872,0.7898412,0.79211,0.788797,0.7840941,0.7864343,0.7820851,0.7779304,0.7758717,0.7726985,0.770214,0.7699967,0.7634636,0.7608194,0.7575486,0.7454546,0.745476,0.7416382,0.7383684,0.7329721,0.7258959,0.717056,0.7058565,0.6910918,0.6584916,0.6824555,0.6957219,0.7168881,0.725605,0.7251794,0.7309159,0.7377257,0.7445097,0.7586086,0.7632273,0.7671071,0.7695149,0.7737917,0.777915,0.7814394,0.7788782,0.7820198,0.7938155,0.7935683,0.7985435,0.7983053,0.7972098,0.7985488,0.797659,0.7998711,0.8050129,0.804749,0.7962332,0.7959305,0.7903462,0.7911983,0.7901471
0.7894198,0.7896923,0.7870952,0.7837529,0.7752129,0.7707649,0.7632847,0.7536973,0.749887,0.7380968,0.724683,0.7067065,0.6637821,0.7220549,0.7429377,0.7568412,0.7691081,0.7744812,0.7813152,0.7854607,0.7881956,0.794379,0.7940785,0.7947668,0.7981365,0.7980173,0.7994542,0.7982575,0.7963089,0.8001894,0.7998965,0.794981,0.7921869,0.792279,0.7898384,0.7921072,0.7888163,0.7868733,0.7864428,0.782127,0.7779362,0.7775496,0.7727411,0.7700068,0.76709,0.766853,0.7638179,0.7575707,0.7525705,0.7505827,0.7374445,0.7320379,0.7320014,0.7258075,0.7171149,0.7055776,0.6908922,0.6613286,0.6817952,0.694534,0.7060461,0.7150958,0.7233123,0.730935,0.746309,0.7532339,0.7586843,0.763257,0.7660676,0.7695647,0.7742667,0.7779689,0.7777476,0.7789291,0.7820665,0.791079,0.7936026,0.7985823,0.7983505,0.7972446,0.7985927,0.7976971,0.799894,0.801658,0.8047658,0.806272,0.797282,0.7969843,0.7911741,0.7901736
0.7893879,0.788605,0.7871078,0.7837185,0.7793131,0.7736433,0.7663952,0.7537163,0.7418529,0.7274676,0.727563,0.7094866,0.6666806,0.7240295,0.7453789,0.7448834,0.7691618,0.7760509,0.7848142,0.7892154,0.7918792,0.7916111,0.7977958,0.7981526,0.7981249,0.7997203,0.7994238,0.7982586,0.8024107,0.8000391,0.7975771,0.7949699,0.7946222,0.7922727,0.7898277,0.7921153,0.7888171,0.785157,0.7805828,0.7825937,0.777966,0.7719393,0.771552,0.7700136,0.7676305,0.7639865,0.7638566,0.7601398,0.755774,0.7505693,0.7457672,0.7399788,0.7331765,0.7231745,0.7171125,0.7058673,0.6908814,0.6613309,0.6816528,0.6946071,0.7125254,0.7226826,0.7312364,0.7388742,0.7463547,0.7532809,0.7560436,0.7614436,0.7660894,0.7699149,0.7743112,0.7740975,0.7758039,0.7789826,0.7913536,0.791113,0.7936459,0.7986143,0.7983819,0.79405,0.7986206,0.7983425,0.7999324,0.8016884,0.8047701,0.8062928,0.8069537,0.7969415,0.7966497,0.7901421
0.7926846,0.7885925,0.7876984,0.7838297,0.7836661,0.7775456,0.7664093,0.7570103,0.7447684,0.7291861,0.7096974,0.7098369,0.6669055,0.7259084,0.7471276,0.7614462,0.7720346,0.7793663,0.7885212,0.7882441,0.7927024,0.7953429,0.7977557,0.799394,0.7991107,0.7997141,0.8047581,0.8042873,0.8040401,0.8021172,0.7975587,0.7949495,0.7948433,0.792258,0.7898194,0.7892161,0.7888149,0.7851668,0.7830638,0.7826103,0.779039,0.7719511,0.7667989,0.7664666,0.7676846,0.7638371,0.759479,0.754913,0.7558137,0.7511442,0.7460831,0.7406386,0.7338123,0.7253188,0.7128779,0.6955641,0.6953081,0.6640025,0.6850914,0.6997342,0.7125736,0.7257272,0.7341071,0.741747,0.748925,0.748778,0.7560242,0.7609142,0.76599,0.7699531,0.7694295,0.7729906,0.7758659,0.7734503,0.7879049,0.7911601,0.7951084,0.798659,0.7984328,0.7973304,0.7986691,0.7983918,0.7999587,0.8017142,0.8033141,0.806305,0.8069596,0.8064778,0.7950984,0.7948356
0.7926746,0.7909934,0.7889671,0.7856246,0.7776707,0.7775339,0.7704907,0.7612869,0.7486578,0.7318637,0.7107237,0.7109051,0.6670632,0.7283683,0.7501636,0.7647399,0.7754834,0.7831594,0.7828721,0.7882583,0.7925996,0.7956545,0.7982426,0.799359,0.7991086,0.8024353,0.8047549,0.80427,0.7888619,0.7992586,0.7975426,0.7949357,0.7948278,0.7922416,0.7898174,0.7892014,0.7888116,0.7851726,0.781289,0.7794825,0.7790269,0.7750701,0.7668423,0.7629871,0.762678,0.758462,0.7595316,0.7549533,0.749374,0.7494525,0.742539,0.7406507,0.7336397,0.7255521,0.7143439,0.6974178,0.697561,0.6613519,0.6869616,0.7019939,0.7152721,0.7257766,0.7341568,0.7393705,0.7391179,0.7473463,0.7552835,0.7609856,0.7660973,0.7658278,0.7694735,0.7730392,0.7844073,0.7881618,0.7879453,0.7912052,0.7951452,0.7949237,0.7984666,0.7973714,0.7986929,0.7984224,0.7999844,0.8017327,0.8033277,0.8030381,0.8069627,0.8064647,0.8045931,0.7948101
